日期,开始时间,结束时间,出发线路,终到线路,起始站,终到站,客流量
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,国贸,牡丹园,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,13号线,国贸,西二旗,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,国贸,天通苑北,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,国贸,天通苑,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,国贸,回龙观东大街,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,国贸,奥林匹克公园,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,国贸,永泰庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,惠新西街南口,沙河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,惠新西街南口,北土城,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,惠新西街南口,十里河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,惠新西街南口,团结湖,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,惠新西街南口,海淀黄庄,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,惠新西街南口,永泰庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,亦庄线,海淀黄庄,小红门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,海淀黄庄,六道口,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,海淀黄庄,学院桥,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,海淀黄庄,沙河,25.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,海淀黄庄,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,海淀黄庄,北土城,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,海淀黄庄,团结湖,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,海淀黄庄,惠新西街南口,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,海淀黄庄,海淀黄庄,8.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,海淀黄庄,牡丹园,14.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,海淀黄庄,车道沟,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,13号线,海淀黄庄,西二旗,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,15号线,海淀黄庄,望京,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,海淀黄庄,天通苑北,19.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,海淀黄庄,天通苑,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,海淀黄庄,回龙观东大街,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,海淀黄庄,奥林匹克公园,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,海淀黄庄,永定门外,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,海淀黄庄,永泰庄,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,海淀黄庄,鼓楼大街,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,亦庄线,牡丹园,小红门,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,牡丹园,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,牡丹园,沙河,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,牡丹园,西二旗,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,1-八通线,牡丹园,果园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,牡丹园,农业展览馆,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,牡丹园,十里河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,牡丹园,团结湖,15.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,牡丹园,惠新西街南口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,牡丹园,海淀黄庄,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,牡丹园,牡丹园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,13号线,牡丹园,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,牡丹园,大屯路东,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,牡丹园,天通苑北,9.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,牡丹园,天通苑,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,牡丹园,回龙观东大街,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,苏州街,六道口,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,苏州街,学院桥,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,苏州街,昌平西山口,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,苏州街,沙河,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,苏州街,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,北土城,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,十里河,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,惠新西街南口,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,海淀黄庄,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,牡丹园,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,苏州街,车道沟,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,13号线,苏州街,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,2号线,苏州街,北京站,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,苏州街,东单,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,苏州街,大屯路东,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,苏州街,天通苑北,20.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,苏州街,天通苑,10.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,苏州街,崇文门,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,苏州街,奥林匹克公园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,苏州街,永泰庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,亦庄线,金台夕照,小红门,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,金台夕照,六道口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,昌平线,金台夕照,沙河,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,1-八通线,金台夕照,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,1-八通线,金台夕照,王府井,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,金台夕照,农业展览馆,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,金台夕照,十里河,19.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,金台夕照,团结湖,9.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,10号线,金台夕照,牡丹园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,14号线,金台夕照,永定门外,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,2号线,金台夕照,鼓楼大街,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,金台夕照,天通苑北,10.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,5号线,金台夕照,天通苑,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,金台夕照,回龙观东大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,10号线,8号线,金台夕照,奥林匹克公园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,昌平线,立水桥,昌平西山口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,昌平线,立水桥,沙河,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,10号线,立水桥,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,10号线,立水桥,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,13号线,立水桥,西二旗,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,8号线,立水桥,回龙观东大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,8号线,立水桥,永泰庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,10号线,西二旗,北土城,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,10号线,西二旗,团结湖,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,10号线,西二旗,惠新西街南口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,10号线,西二旗,海淀黄庄,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,2号线,西二旗,北京站,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,2号线,西二旗,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,5号线,西二旗,天通苑北,8.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,5号线,西二旗,天通苑,11.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,8号线,西二旗,回龙观东大街,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,13号线,8号线,西二旗,王府井,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,六道口,六道口,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,六道口,大屯路东,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,六道口,奥林匹克公园,11.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,六道口,望京,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,2号线,六道口,北京站,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,六道口,天通苑北,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,六道口,天通苑,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,8号线,六道口,北土城,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,8号线,六道口,回龙观东大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,8号线,六道口,王府井,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,大屯路东,学知园,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,大屯路东,沙河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,大屯路东,六道口,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,大屯路东,望京,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,8号线,大屯路东,永泰庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,奥林匹克公园,学知园,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,奥林匹克公园,学院桥,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,奥林匹克公园,沙河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,奥林匹克公园,西二旗,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,14号线,奥林匹克公园,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,奥林匹克公园,六道口,16.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,奥林匹克公园,大屯路东,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,奥林匹克公园,望京,8.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,奥林匹克公园,清华东路西口,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,2号线,奥林匹克公园,北京站,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,奥林匹克公园,天通苑北,15.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,奥林匹克公园,天通苑,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,奥林匹克公园,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,亦庄线,清华东路西口,小红门,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,清华东路西口,学知园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,清华东路西口,沙河,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,昌平线,清华东路西口,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,10号线,清华东路西口,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,14号线,清华东路西口,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,清华东路西口,六道口,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,清华东路西口,大屯路东,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,清华东路西口,奥林匹克公园,12.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,清华东路西口,望京,10.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,15号线,清华东路西口,清华东路西口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,清华东路西口,天通苑北,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,清华东路西口,天通苑,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,5号线,清华东路西口,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,15号线,8号线,清华东路西口,永泰庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,亦庄线,前门,小红门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,昌平线,前门,学知园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,1-八通线,前门,环球度假区,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,10号线,前门,十里河,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,14号线,前门,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,2号线,前门,北京站,48.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,2号线,前门,崇文门,10.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,4-大兴线,前门,海淀黄庄,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,5号线,前门,天通苑北,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,5号线,前门,天通苑,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,5号线,前门,惠新西街南口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,昌平线,北京站,沙河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,1-八通线,北京站,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,1-八通线,北京站,王府井,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,19号线,北京站,牡丹园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,2号线,北京站,北京站,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,2号线,北京站,崇文门,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,2号线,北京站,鼓楼大街,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,5号线,北京站,大屯路东,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,5号线,北京站,天通苑,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,5号线,北京站,惠新西街南口,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,8号线,北京站,永定门外,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,1-八通线,崇文门,果园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,10号线,崇文门,团结湖,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,13号线,崇文门,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,2号线,崇文门,北京站,8.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,2号线,8号线,崇文门,奥林匹克公园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,亦庄线,东单,小红门,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,东单,海淀黄庄,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,东单,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,13号线,东单,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,14号线,东单,十里河,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,东单,天通苑北,6.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,东单,天通苑,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,东单,崇文门,9.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,东单,惠新西街南口,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,8号线,东单,回龙观东大街,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,亦庄线,大屯路东,小红门,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,1-八通线,大屯路东,王府井,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,大屯路东,农业展览馆,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,大屯路东,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,大屯路东,团结湖,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,大屯路东,牡丹园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,大屯路东,车道沟,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,13号线,大屯路东,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,2号线,大屯路东,鼓楼大街,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,大屯路东,东单,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,大屯路东,大屯路东,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,大屯路东,天通苑北,25.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,大屯路东,天通苑,14.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,大屯路东,崇文门,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,昌平线,天通苑,沙河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,1-八通线,天通苑,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,天通苑,北土城,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,天通苑,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,天通苑,团结湖,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,天通苑,海淀黄庄,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,天通苑,牡丹园,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,13号线,天通苑,西二旗,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,14号线,天通苑,十里河,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,15号线,天通苑,六道口,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,15号线,天通苑,奥林匹克公园,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,2号线,天通苑,北京站,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,天通苑,东单,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,天通苑,大屯路东,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,天通苑,天通苑北,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,天通苑,天通苑,4.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,天通苑,崇文门,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,亦庄线,崇文门,小红门,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,1-八通线,崇文门,王府井,3.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,10号线,崇文门,团结湖,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,14号线,崇文门,十里河,2.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,15号线,崇文门,奥林匹克公园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,崇文门,东单,7.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,崇文门,大屯路东,5.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,崇文门,天通苑北,13.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,崇文门,天通苑,11.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,崇文门,崇文门,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,崇文门,惠新西街南口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,1-八通线,惠新西街南口,果园,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,15号线,惠新西街南口,望京,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,15号线,惠新西街南口,清华东路西口,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,惠新西街南口,东单,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,惠新西街南口,大屯路东,1.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,惠新西街南口,天通苑北,12.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,惠新西街南口,天通苑,11.0
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,5号线,惠新西街南口,崇文门,
2023/5/20,2023/5/20 18:00:00,2023/5/20 18:15:00,5号线,亦庄线,立水桥,小红门,1.0
